DeliveryDate,WeekNumber,CategoryId,RetailerId,Sold
2021-03-03,9,1,5D65A336-F7B4-434A-95C2-8E916961B688,82.0
2021-03-04,9,1,5D65A336-F7B4-434A-95C2-8E916961B688,81.0
2021-03-05,9,1,5D65A336-F7B4-434A-95C2-8E916961B688,84.0
2021-03-07,9,1,5D65A336-F7B4-434A-95C2-8E916961B688,54.0
2021-03-08,10,1,5D65A336-F7B4-434A-95C2-8E916961B688,47.0
2021-03-09,10,1,5D65A336-F7B4-434A-95C2-8E916961B688,54.0
2021-03-10,10,1,5D65A336-F7B4-434A-95C2-8E916961B688,42.0
2021-03-11,10,1,5D65A336-F7B4-434A-95C2-8E916961B688,49.0
2021-03-12,10,1,5D65A336-F7B4-434A-95C2-8E916961B688,39.0
2021-03-13,10,1,5D65A336-F7B4-434A-95C2-8E916961B688,26.0
2021-03-14,10,1,5D65A336-F7B4-434A-95C2-8E916961B688,39.0
2021-03-15,11,1,5D65A336-F7B4-434A-95C2-8E916961B688,32.0
2021-03-16,11,1,5D65A336-F7B4-434A-95C2-8E916961B688,36.0
2021-03-17,11,1,5D65A336-F7B4-434A-95C2-8E916961B688,29.0
2021-03-18,11,1,5D65A336-F7B4-434A-95C2-8E916961B688,30.0
2021-03-19,11,1,5D65A336-F7B4-434A-95C2-8E916961B688,27.0
2021-03-20,11,1,5D65A336-F7B4-434A-95C2-8E916961B688,36.0
2021-03-21,11,1,5D65A336-F7B4-434A-95C2-8E916961B688,
2021-03-01,9,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,27.0
2021-03-02,9,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,43.0
2021-03-03,9,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,32.0
2021-03-04,9,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,28.0
2021-03-05,9,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,32.0
2021-03-07,9,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,42.0
2021-03-08,10,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,50.0
2021-03-09,10,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,44.0
2021-03-10,10,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,25.0
2021-03-11,10,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,31.0
2021-03-12,10,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,31.0
2021-03-13,10,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,27.0
2021-03-14,10,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,28.0
2021-03-15,11,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,28.0
2021-03-16,11,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,22.0
2021-03-17,11,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,50.0
2021-03-18,11,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,24.0
2021-03-19,11,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,29.0
2021-03-20,11,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,26.0
2021-03-21,11,2,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,
2021-03-01,9,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,42.0
2021-03-02,9,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,45.0
2021-03-03,9,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,42.0
2021-03-04,9,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,49.0
2021-03-05,9,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,38.0
2021-03-07,9,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,48.0
2021-03-08,10,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,42.0
2021-03-09,10,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,48.0
2021-03-10,10,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,34.0
2021-03-11,10,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,52.0
2021-03-12,10,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,51.0
2021-03-13,10,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,40.0
2021-03-14,10,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,54.0
2021-03-15,11,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,45.0
2021-03-16,11,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,46.0
2021-03-17,11,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,60.0
2021-03-18,11,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,55.0
2021-03-19,11,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,54.0
2021-03-20,11,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,39.0
2021-03-21,11,2,18D491CB-3910-4BF2-A450-A67E8730A2B3,
2021-03-01,9,2,5D65A336-F7B4-434A-95C2-8E916961B688,646.0
2021-03-02,9,2,5D65A336-F7B4-434A-95C2-8E916961B688,639.0
2021-03-03,9,2,5D65A336-F7B4-434A-95C2-8E916961B688,530.0
2021-03-04,9,2,5D65A336-F7B4-434A-95C2-8E916961B688,609.0
2021-03-05,9,2,5D65A336-F7B4-434A-95C2-8E916961B688,671.0
2021-03-07,9,2,5D65A336-F7B4-434A-95C2-8E916961B688,581.0
2021-03-08,10,2,5D65A336-F7B4-434A-95C2-8E916961B688,682.0
2021-03-09,10,2,5D65A336-F7B4-434A-95C2-8E916961B688,589.0
2021-03-10,10,2,5D65A336-F7B4-434A-95C2-8E916961B688,569.0
2021-03-11,10,2,5D65A336-F7B4-434A-95C2-8E916961B688,610.0
2021-03-12,10,2,5D65A336-F7B4-434A-95C2-8E916961B688,632.0
2021-03-13,10,2,5D65A336-F7B4-434A-95C2-8E916961B688,581.0
2021-03-14,10,2,5D65A336-F7B4-434A-95C2-8E916961B688,609.0
2021-03-15,11,2,5D65A336-F7B4-434A-95C2-8E916961B688,578.0
2021-03-16,11,2,5D65A336-F7B4-434A-95C2-8E916961B688,602.0
2021-03-17,11,2,5D65A336-F7B4-434A-95C2-8E916961B688,556.0
2021-03-18,11,2,5D65A336-F7B4-434A-95C2-8E916961B688,564.0
2021-03-19,11,2,5D65A336-F7B4-434A-95C2-8E916961B688,614.0
2021-03-20,11,2,5D65A336-F7B4-434A-95C2-8E916961B688,562.0
2021-03-21,11,2,5D65A336-F7B4-434A-95C2-8E916961B688,
2021-03-01,9,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,11.0
2021-03-02,9,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,3.0
2021-03-03,9,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,16.0
2021-03-04,9,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,18.0
2021-03-05,9,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,10.0
2021-03-07,9,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,21.0
2021-03-08,10,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,16.0
2021-03-09,10,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,17.0
2021-03-10,10,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,12.0
2021-03-11,10,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,10.0
2021-03-12,10,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,19.0
2021-03-13,10,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,19.0
2021-03-14,10,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,17.0
2021-03-15,11,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,20.0
2021-03-16,11,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,8.0
2021-03-17,11,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,31.0
2021-03-18,11,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,10.0
2021-03-19,11,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,11.0
2021-03-20,11,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,14.0
2021-03-21,11,3,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,
2021-03-01,9,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,127.0
2021-03-02,9,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,102.0
2021-03-03,9,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,145.0
2021-03-04,9,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,107.0
2021-03-05,9,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,105.0
2021-03-07,9,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,152.0
2021-03-08,10,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,162.0
2021-03-09,10,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,130.0
2021-03-10,10,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,114.0
2021-03-11,10,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,127.0
2021-03-12,10,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,131.0
2021-03-13,10,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,121.0
2021-03-14,10,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,131.0
2021-03-15,11,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,156.0
2021-03-16,11,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,162.0
2021-03-17,11,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,136.0
2021-03-18,11,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,94.0
2021-03-19,11,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,118.0
2021-03-20,11,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,114.0
2021-03-21,11,4,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,
2021-03-01,9,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,82.0
2021-03-02,9,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,85.0
2021-03-03,9,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,74.0
2021-03-04,9,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,86.0
2021-03-05,9,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,71.0
2021-03-07,9,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,88.0
2021-03-08,10,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,93.0
2021-03-09,10,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,85.0
2021-03-10,10,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,73.0
2021-03-11,10,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,91.0
2021-03-12,10,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,74.0
2021-03-13,10,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,72.0
2021-03-14,10,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,104.0
2021-03-15,11,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,85.0
2021-03-16,11,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,80.0
2021-03-17,11,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,79.0
2021-03-18,11,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,94.0
2021-03-19,11,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,85.0
2021-03-20,11,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,72.0
2021-03-21,11,4,18D491CB-3910-4BF2-A450-A67E8730A2B3,
2021-03-01,9,4,5D65A336-F7B4-434A-95C2-8E916961B688,1576.0
2021-03-02,9,4,5D65A336-F7B4-434A-95C2-8E916961B688,1313.0
2021-03-03,9,4,5D65A336-F7B4-434A-95C2-8E916961B688,1101.0
2021-03-04,9,4,5D65A336-F7B4-434A-95C2-8E916961B688,1283.0
2021-03-05,9,4,5D65A336-F7B4-434A-95C2-8E916961B688,1344.0
2021-03-07,9,4,5D65A336-F7B4-434A-95C2-8E916961B688,1411.0
2021-03-08,10,4,5D65A336-F7B4-434A-95C2-8E916961B688,1593.0
2021-03-09,10,4,5D65A336-F7B4-434A-95C2-8E916961B688,1561.0
2021-03-10,10,4,5D65A336-F7B4-434A-95C2-8E916961B688,1257.0
2021-03-11,10,4,5D65A336-F7B4-434A-95C2-8E916961B688,1259.0
2021-03-12,10,4,5D65A336-F7B4-434A-95C2-8E916961B688,1140.0
2021-03-13,10,4,5D65A336-F7B4-434A-95C2-8E916961B688,1143.0
2021-03-14,10,4,5D65A336-F7B4-434A-95C2-8E916961B688,1346.0
2021-03-15,11,4,5D65A336-F7B4-434A-95C2-8E916961B688,1362.0
2021-03-16,11,4,5D65A336-F7B4-434A-95C2-8E916961B688,1355.0
2021-03-17,11,4,5D65A336-F7B4-434A-95C2-8E916961B688,1246.0
2021-03-18,11,4,5D65A336-F7B4-434A-95C2-8E916961B688,1228.0
2021-03-19,11,4,5D65A336-F7B4-434A-95C2-8E916961B688,1173.0
2021-03-20,11,4,5D65A336-F7B4-434A-95C2-8E916961B688,891.0
2021-03-21,11,4,5D65A336-F7B4-434A-95C2-8E916961B688,
2021-03-01,9,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,124.0
2021-03-02,9,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,126.0
2021-03-03,9,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,102.0
2021-03-04,9,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,121.0
2021-03-05,9,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,144.0
2021-03-07,9,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,133.0
2021-03-08,10,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,137.0
2021-03-09,10,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,113.0
2021-03-10,10,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,140.0
2021-03-11,10,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,134.0
2021-03-12,10,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,125.0
2021-03-13,10,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,130.0
2021-03-14,10,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,109.0
2021-03-15,11,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,141.0
2021-03-16,11,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,130.0
2021-03-17,11,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,131.0
2021-03-18,11,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,140.0
2021-03-19,11,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,106.0
2021-03-20,11,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,119.0
2021-03-21,11,5,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,
2021-03-01,9,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,149.0
2021-03-02,9,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,160.0
2021-03-03,9,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,155.0
2021-03-04,9,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,199.0
2021-03-05,9,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,162.0
2021-03-07,9,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,169.0
2021-03-08,10,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,188.0
2021-03-09,10,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,160.0
2021-03-10,10,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,168.0
2021-03-11,10,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,185.0
2021-03-12,10,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,122.0
2021-03-13,10,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,153.0
2021-03-14,10,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,181.0
2021-03-15,11,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,171.0
2021-03-16,11,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,182.0
2021-03-17,11,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,171.0
2021-03-18,11,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,200.0
2021-03-19,11,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,163.0
2021-03-20,11,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,152.0
2021-03-21,11,5,18D491CB-3910-4BF2-A450-A67E8730A2B3,
2021-03-01,9,5,5D65A336-F7B4-434A-95C2-8E916961B688,2080.0
2021-03-02,9,5,5D65A336-F7B4-434A-95C2-8E916961B688,2059.0
2021-03-03,9,5,5D65A336-F7B4-434A-95C2-8E916961B688,1671.0
2021-03-04,9,5,5D65A336-F7B4-434A-95C2-8E916961B688,2099.0
2021-03-05,9,5,5D65A336-F7B4-434A-95C2-8E916961B688,2118.0
2021-03-07,9,5,5D65A336-F7B4-434A-95C2-8E916961B688,1915.0
2021-03-08,10,5,5D65A336-F7B4-434A-95C2-8E916961B688,2203.0
2021-03-09,10,5,5D65A336-F7B4-434A-95C2-8E916961B688,2022.0
2021-03-10,10,5,5D65A336-F7B4-434A-95C2-8E916961B688,1847.0
2021-03-11,10,5,5D65A336-F7B4-434A-95C2-8E916961B688,2006.0
2021-03-12,10,5,5D65A336-F7B4-434A-95C2-8E916961B688,2207.0
2021-03-13,10,5,5D65A336-F7B4-434A-95C2-8E916961B688,1947.0
2021-03-14,10,5,5D65A336-F7B4-434A-95C2-8E916961B688,1873.0
2021-03-15,11,5,5D65A336-F7B4-434A-95C2-8E916961B688,2032.0
2021-03-16,11,5,5D65A336-F7B4-434A-95C2-8E916961B688,2129.0
2021-03-17,11,5,5D65A336-F7B4-434A-95C2-8E916961B688,1989.0
2021-03-18,11,5,5D65A336-F7B4-434A-95C2-8E916961B688,2001.0
2021-03-19,11,5,5D65A336-F7B4-434A-95C2-8E916961B688,2046.0
2021-03-20,11,5,5D65A336-F7B4-434A-95C2-8E916961B688,1806.0
2021-03-21,11,5,5D65A336-F7B4-434A-95C2-8E916961B688,
2021-03-01,9,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,18.0
2021-03-02,9,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,25.0
2021-03-03,9,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,28.0
2021-03-04,9,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,28.0
2021-03-05,9,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,15.0
2021-03-07,9,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,30.0
2021-03-08,10,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,32.0
2021-03-09,10,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,24.0
2021-03-10,10,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,23.0
2021-03-11,10,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,15.0
2021-03-12,10,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,19.0
2021-03-13,10,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,28.0
2021-03-14,10,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,21.0
2021-03-15,11,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,24.0
2021-03-16,11,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,23.0
2021-03-17,11,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,14.0
2021-03-18,11,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,15.0
2021-03-19,11,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,16.0
2021-03-20,11,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,18.0
2021-03-21,11,6,A5E1D39C-8CEB-4AC3-8A52-AD5E89AF9454,
2021-03-01,9,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,8.0
2021-03-02,9,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,14.0
2021-03-03,9,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,13.0
2021-03-04,9,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,8.0
2021-03-05,9,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,3.0
2021-03-07,9,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,8.0
2021-03-08,10,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,9.0
2021-03-09,10,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,6.0
2021-03-10,10,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,9.0
2021-03-11,10,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,8.0
2021-03-12,10,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,1.0
2021-03-13,10,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,3.0
2021-03-14,10,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,16.0
2021-03-15,11,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,10.0
2021-03-16,11,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,4.0
2021-03-17,11,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,7.0
2021-03-18,11,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,4.0
2021-03-19,11,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,3.0
2021-03-20,11,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,7.0
2021-03-21,11,6,18D491CB-3910-4BF2-A450-A67E8730A2B3,
2021-03-01,9,6,5D65A336-F7B4-434A-95C2-8E916961B688,1.0
2021-03-02,9,6,5D65A336-F7B4-434A-95C2-8E916961B688,4.0
2021-03-03,9,6,5D65A336-F7B4-434A-95C2-8E916961B688,2.0
2021-03-04,9,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-05,9,6,5D65A336-F7B4-434A-95C2-8E916961B688,3.0
2021-03-07,9,6,5D65A336-F7B4-434A-95C2-8E916961B688,1.0
2021-03-08,10,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-09,10,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-10,10,6,5D65A336-F7B4-434A-95C2-8E916961B688,3.0
2021-03-11,10,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-12,10,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-13,10,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-14,10,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-15,11,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-16,11,6,5D65A336-F7B4-434A-95C2-8E916961B688,4.0
2021-03-17,11,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-18,11,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-19,11,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-20,11,6,5D65A336-F7B4-434A-95C2-8E916961B688,0.0
2021-03-21,11,6,5D65A336-F7B4-434A-95C2-8E916961B688,
